booking_id,booking_date,flight_key,passenger_key,airline_key,route_key,raw_passenger_id,raw_flight_id,booking_status,is_confirmed,is_cancelled,is_pending,is_invalid,is_unknown,is_unresolved_flight,is_unresolved_passenger,gross_payment_amount,realized_revenue,payment_record_count,valid_payment_count,has_valid_payment
B1388,2025-09-23 11:37:36.951,400,915,1,25,P1885,6F038,INVALID,0,0,0,1,0,0,0,22550.01,0.0,2,2,1
B1389,2026-02-22 11:37:36.951,372,584,1,25,P1566,6F085,UNKNOWN,0,0,0,0,1,0,0,0.0,0.0,1,0,0
B1390,2026-03-09 11:37:36.951,407,862,3,12,P1834,SJ028,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1391,2025-11-26 11:37:36.951,361,409,3,25,P1396,SJ084,CONFIRMED,1,0,0,0,0,0,0,35468.95,35468.95,3,3,1
B1392,2026-03-27 11:37:36.951,364,531,2,25,P1514,AI139,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1393,2026-04-06 11:37:36.951,419,26,4,19,P1025,UK179,PENDING,0,0,1,0,0,0,0,5252.26,0.0,1,1,1
B1394,2025-07-23 11:37:36.951,354,324,1,7,P1312,6F256,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
B1395,2026-02-10 11:37:36.951,421,131,4,20,P1125,UK023,INVALID,0,0,0,1,0,0,0,10317.13,0.0,1,1,1
B1396,2025-08-03 11:37:36.951,403,420,2,26,P1407,AI039,UNKNOWN,0,0,0,0,1,0,0,16199.13,0.0,2,2,1
B1397,2026-02-05 11:37:36.951,396,582,4,16,P1564,UK190,CANCELLED,0,1,0,0,0,0,0,3065.33,0.0,1,1,1
B1398,2026-02-04 11:37:36.951,381,206,1,20,P1197,6F224,PENDING,0,0,1,0,0,0,0,7148.95,0.0,1,1,1
B1399,2025-05-31 11:37:36.951,420,836,4,13,P1810,UK221,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
B1400,2026-04-02 11:37:36.951,422,196,3,10,P1187,SJ107,CANCELLED,0,1,0,0,0,0,0,3063.78,0.0,1,1,1
B1401,2025-04-20 11:37:36.951,417,718,4,30,P1697,UK155,UNKNOWN,0,0,0,0,1,0,0,20849.53,0.0,3,3,1
B1402,2026-03-21 11:37:36.951,377,844,4,2,P1816,UK183,CANCELLED,0,1,0,0,0,0,0,16058.67,0.0,2,2,1
B1403,2025-05-08 11:37:36.951,392,835,3,19,P1809,SJ203,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
B1404,2026-03-07 11:37:36.951,391,737,1,26,P1715,6F253,INVALID,0,0,0,1,0,0,0,7473.06,0.0,1,1,1
B1405,2025-08-26 11:37:36.951,415,500,2,12,P1483,AI100,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
B1406,2025-06-24 11:37:36.951,390,465,1,14,P1449,6F140,CONFIRMED,1,0,0,0,0,0,0,21722.62,21722.62,2,2,1
B1407,2025-08-26 11:37:36.951,428,539,4,29,P1522,UK048,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1408,2025-07-29 11:37:36.951,388,899,3,13,P1870,SJ204,CONFIRMED,1,0,0,0,0,0,0,7805.42,7805.42,2,2,1
B1409,2026-03-24 11:37:36.951,379,366,4,14,P1353,UK105,CONFIRMED,1,0,0,0,0,0,0,1095.0,1095.0,1,1,1
B1410,2026-04-13 11:37:36.951,394,-1,2,25,P1985,AI098,CONFIRMED,1,0,0,0,0,0,1,0.0,0.0,0,0,0
B1411,2025-10-12 11:37:36.951,433,677,1,7,P1657,6F013,CANCELLED,0,1,0,0,0,0,0,13409.03,0.0,2,2,1
B1412,2025-11-18 11:37:36.951,380,614,1,24,P1596,6F128,CANCELLED,0,1,0,0,0,0,0,10616.41,0.0,1,1,1
B1413,2025-10-05 11:37:36.951,412,101,3,3,P1099,SJ038,UNKNOWN,0,0,0,0,1,0,0,0.0,0.0,0,0,0
B1414,2026-01-07 11:37:36.951,384,-1,3,12,P1615,SJ182,CONFIRMED,1,0,0,0,0,0,1,6182.07,6182.07,1,1,1
B1415,2026-03-22 11:37:36.951,405,982,1,20,P1947,6F199,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
B1416,2025-08-17 11:37:36.951,424,575,3,26,P1557,SJ187,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1417,2025-08-18 11:37:36.951,444,573,2,24,P1555,AI182,PENDING,0,0,1,0,0,0,0,7252.05,0.0,2,2,1
B1418,2025-05-04 11:37:36.951,440,289,3,10,P1277,SJ027,PENDING,0,0,1,0,0,0,0,12326.46,0.0,1,1,1
B1419,2026-01-20 11:37:36.951,427,712,3,4,P1692,SJ062,CONFIRMED,1,0,0,0,0,0,0,4937.75,4937.75,2,2,1
B1420,2026-02-24 11:37:36.951,393,719,3,26,P1698,SJ161,CONFIRMED,1,0,0,0,0,0,0,7161.79,7161.79,1,1,1
B1421,2025-10-03 11:37:36.951,425,1026,4,27,P1989,UK058,UNKNOWN,0,0,0,0,1,0,0,0.0,0.0,0,0,0
B1422,2026-01-04 11:37:36.951,429,644,2,30,P1625,AI181,CANCELLED,0,1,0,0,0,0,0,4826.6,0.0,1,1,1
B1423,2025-06-12 11:37:36.951,430,507,2,4,P1490,AI003,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1424,2025-11-05 11:37:36.951,437,266,1,25,P1254,6F150,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1425,2025-06-28 11:37:36.951,443,393,3,26,P1380,SJ175,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1426,2025-12-15 11:37:36.951,431,922,1,27,P1891,6F041,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,1,0,0
B1427,2026-04-15 11:37:36.951,434,558,3,7,P1541,SJ040,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1428,2025-06-17 11:37:36.951,411,275,1,9,P1263,6F020,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1429,2025-05-08 11:37:36.951,404,627,2,13,P1609,AI248,CANCELLED,0,1,0,0,0,0,0,16937.88,0.0,2,2,1
B1430,2026-02-08 11:37:36.951,435,852,3,23,P1824,SJ016,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1431,2025-11-21 11:37:36.951,413,908,4,3,P1878,UK204,CONFIRMED,1,0,0,0,0,0,0,22261.95,22261.95,2,2,1
B1432,2025-09-02 11:37:36.951,454,340,1,26,P1328,6F211,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1433,2025-05-07 11:37:36.951,439,120,3,14,P1114,SJ166,CONFIRMED,1,0,0,0,0,0,0,15968.93,15968.93,2,2,1
B1434,2025-10-19 11:37:36.951,414,287,2,7,P1275,AI036,PENDING,0,0,1,0,0,0,0,5989.29,0.0,2,2,1
B1435,2025-09-18 11:37:36.951,416,504,3,13,P1487,SJ215,CONFIRMED,1,0,0,0,0,0,0,8589.93,8589.93,1,1,1
B1436,2026-01-05 11:37:36.951,398,292,2,1,P1280,AI076,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1437,2025-11-28 11:37:36.951,408,286,3,21,P1274,SJ012,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1438,2026-04-01 11:37:36.951,423,796,2,6,P1772,AI073,UNKNOWN,0,0,0,0,1,0,0,7670.85,0.0,1,1,1
B1439,2025-11-09 11:37:36.951,418,870,3,14,P1842,SJ173,CONFIRMED,1,0,0,0,0,0,0,7292.76,7292.76,1,1,1
B1440,2026-03-09 11:37:36.951,452,740,2,30,P1718,AI193,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1441,2025-09-22 11:37:36.951,409,926,3,30,P1895,SJ131,INVALID,0,0,0,1,0,0,0,0.0,0.0,0,0,0
B1442,2025-06-02 11:37:36.951,406,339,2,6,P1327,AI225,PENDING,0,0,1,0,0,0,0,11779.89,0.0,1,1,1
B1443,2025-10-09 11:37:36.951,445,219,2,7,P1210,AI190,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,1,0,0
B1444,2025-12-25 11:37:36.951,451,748,3,26,P1726,SJ238,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1445,2025-12-21 11:37:36.951,461,955,1,10,P1922,6F005,PENDING,0,0,1,0,0,0,0,9862.4,0.0,1,1,1
B1446,2025-09-25 11:37:36.951,450,569,4,23,P1551,UK136,PENDING,0,0,1,0,0,0,0,7709.96,0.0,3,2,1
B1447,2025-05-21 11:37:36.951,426,-1,3,27,P1991,SJ063,CONFIRMED,1,0,0,0,0,0,1,18438.66,18438.66,2,2,1
B1448,2025-11-21 11:37:36.951,432,26,1,28,P1025,6F175,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1449,2025-05-23 11:37:36.951,458,27,2,6,P1026,AI037,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
B1450,2025-11-11 11:37:36.951,442,722,4,26,P1701,UK225,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1451,2025-05-20 11:37:36.951,469,84,2,3,P1082,AI141,CONFIRMED,1,0,0,0,0,0,0,10311.86,10311.86,1,1,1
B1452,2026-01-26 11:37:36.951,472,926,1,6,P1895,6F172,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
B1453,2026-02-07 11:37:36.951,464,980,1,29,P1945,6F219,CANCELLED,0,1,0,0,0,0,0,5268.18,0.0,2,2,1
B1454,2025-08-16 11:37:36.951,449,701,2,25,P1681,AI045,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
B1455,2026-04-12 11:37:36.951,462,427,2,15,P1412,AI198,CONFIRMED,1,0,0,0,0,0,0,27634.5,27634.5,2,2,1
B1456,2025-04-24 11:37:36.951,446,174,2,28,P1166,AI120,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
B1457,2025-06-11 11:37:36.951,441,720,1,5,P1699,6F134,CANCELLED,0,1,0,0,0,0,0,5769.17,0.0,1,1,1
B1458,2025-11-19 11:37:36.951,448,176,4,23,P1168,UK102,CONFIRMED,1,0,0,0,0,0,0,8073.17,8073.17,1,1,1
B1459,2025-06-10 11:37:36.951,455,825,3,22,P1800,SJ199,CANCELLED,0,1,0,0,0,0,0,19085.7,0.0,3,3,1
B1460,2025-10-01 11:37:36.951,459,1013,1,25,P1978,6F235,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
B1461,2025-10-14 11:37:36.951,475,238,4,7,P1228,UK065,PENDING,0,0,1,0,0,0,0,30261.46,0.0,3,3,1
B1462,2025-12-03 11:37:36.951,436,1013,1,30,P1978,6F135,CANCELLED,0,1,0,0,0,0,0,6497.79,0.0,1,1,1
B1463,2026-02-10 11:37:36.951,474,626,3,16,P1608,SJ148,PENDING,0,0,1,0,0,0,0,6844.58,0.0,2,2,1
B1464,2026-03-07 11:37:36.951,438,379,2,17,P1366,AI083,CANCELLED,0,1,0,0,0,0,0,4535.96,0.0,1,1,1
B1465,2025-07-02 11:37:36.951,490,544,4,26,P1527,UK024,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
B1466,2025-04-27 11:37:36.951,473,815,4,1,P1790,UK220,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1467,2025-04-30 11:37:36.951,457,666,4,1,P1646,UK115,CANCELLED,0,1,0,0,0,0,0,13307.54,0.0,1,1,1
B1468,2025-07-16 11:37:36.951,486,554,2,28,P1537,AI255,CONFIRMED,1,0,0,0,0,0,0,25336.54,25336.54,2,2,1
B1469,2025-12-25 11:37:36.951,453,892,1,22,P1863,6F001,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1470,2025-05-27 11:37:36.951,447,540,1,27,P1523,6F132,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1471,2026-03-28 11:37:36.951,463,73,4,30,P1071,UK184,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
B1472,2025-06-06 11:37:36.951,468,664,1,5,P1644,6F098,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
B1473,2025-07-19 11:37:36.951,493,110,3,12,P1105,SJ168,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
B1474,2025-07-28 11:37:36.951,471,755,3,9,P1731,SJ178,CANCELLED,0,1,0,0,0,0,0,32760.32,0.0,3,3,1
B1475,2026-03-07 11:37:36.951,460,914,4,26,P1884,UK111,CANCELLED,0,1,0,0,0,0,0,21399.98,0.0,3,3,1
B1476,2026-02-27 11:37:36.951,489,999,3,6,P1964,SJ051,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1477,2025-07-06 11:37:36.951,477,708,3,13,P1688,SJ193,CANCELLED,0,1,0,0,0,0,0,17403.75,0.0,3,3,1
B1478,2026-02-24 11:37:36.951,488,293,3,27,P1281,SJ039,CONFIRMED,1,0,0,0,0,0,0,2928.68,2928.68,1,1,1
B1479,2025-12-17 11:37:36.951,465,138,4,7,P1132,UK066,CANCELLED,0,1,0,0,0,0,0,16478.5,0.0,2,2,1
B1480,2026-03-14 11:37:36.951,456,550,3,23,P1533,SJ050,PENDING,0,0,1,0,0,0,0,3112.82,0.0,1,1,1
B1481,2025-06-11 11:37:36.951,481,1009,1,7,P1974,6F052,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1482,2025-08-29 11:37:36.951,470,280,3,1,P1268,SJ170,PENDING,0,0,1,0,0,0,0,17749.28,0.0,2,2,1
B1483,2025-06-09 11:37:36.951,484,426,3,7,P1411,SJ119,UNKNOWN,0,0,0,0,1,0,0,10562.26,0.0,1,1,1
B1484,2025-05-07 11:37:36.951,479,692,2,3,P1672,AI219,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1485,2025-07-05 11:37:36.951,466,637,1,22,P1618,6F220,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1486,2025-05-04 11:37:36.951,492,815,2,10,P1790,AI207,CONFIRMED,1,0,0,0,0,0,0,20297.6,20297.6,3,3,1
B1487,2026-01-26 11:37:36.951,496,893,1,8,P1864,6F024,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
B1488,2025-05-04 11:37:36.951,480,770,3,11,P1746,SJ073,CANCELLED,0,1,0,0,0,0,0,22623.03,0.0,2,2,1
B1489,2025-07-08 11:37:36.951,482,18,3,3,P1017,SJ201,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1490,2026-03-10 11:37:36.951,467,777,2,7,P1753,AI180,CONFIRMED,1,0,0,0,0,0,0,1217.88,1217.88,2,1,1
B1491,2025-07-16 11:37:36.951,507,122,4,19,P1116,UK022,CONFIRMED,1,0,0,0,0,0,0,6534.99,6534.99,1,1,1
B1492,2026-03-27 11:37:36.951,487,822,2,21,P1797,AI202,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1493,2025-06-01 11:37:36.952,509,818,1,2,P1793,6F212,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1494,2025-06-09 11:37:36.952,504,151,1,27,P1143,6F163,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1495,2025-10-15 11:37:36.952,483,738,4,25,P1716,UK028,CONFIRMED,1,0,0,0,0,0,0,17491.12,17491.12,2,2,1
B1496,2026-03-21 11:37:36.952,476,568,1,9,P1550,6F243,PENDING,0,0,1,0,0,0,0,2901.65,0.0,1,1,1
B1497,2025-09-02 11:37:36.952,485,961,2,18,P1928,AI165,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1498,2025-07-18 11:37:36.952,508,685,4,10,P1665,UK099,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
B1499,2025-06-17 11:37:36.952,521,707,2,28,P1687,AI033,INVALID,0,0,0,1,0,0,0,0.0,0.0,0,0,0
B1500,2025-04-30 11:37:36.952,478,995,4,25,P1960,UK056,CONFIRMED,1,0,0,0,0,0,0,1303.07,1303.07,1,1,1
B1501,2025-09-04 11:37:36.952,522,776,3,12,P1752,SJ122,CANCELLED,0,1,0,0,0,0,0,27890.44,0.0,3,2,1
B1502,2025-10-15 11:37:36.952,502,437,2,14,P1421,AI086,CONFIRMED,1,0,0,0,0,0,0,17966.76,17966.76,2,2,1
B1503,2025-10-17 11:37:36.952,527,928,3,10,P1897,SJ011,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1504,2025-04-21 11:37:36.952,514,381,3,21,P1368,SJ021,PENDING,0,0,1,0,0,0,0,32259.76,0.0,3,3,1
B1505,2025-11-29 11:37:36.952,501,665,3,13,P1645,SJ106,CONFIRMED,1,0,0,0,0,0,0,7472.98,7472.98,1,1,1
B1506,2026-01-29 11:37:36.952,524,575,3,15,P1557,SJ026,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1507,2025-11-27 11:37:36.952,511,51,3,8,P1049,SJ245,PENDING,0,0,1,0,0,0,0,4865.21,0.0,1,1,1
B1508,2025-07-31 11:37:36.952,510,697,2,21,P1677,AI023,UNKNOWN,0,0,0,0,1,0,0,14679.26,0.0,3,3,1
B1509,2025-09-25 11:37:36.952,498,110,2,26,P1105,AI032,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1510,2025-05-11 11:37:36.952,531,224,2,17,P1215,AI236,CANCELLED,0,1,0,0,0,0,0,3179.45,0.0,1,1,1
B1511,2025-12-24 11:37:36.952,495,677,1,1,P1657,6F094,CANCELLED,0,1,0,0,0,0,0,12346.57,0.0,1,1,1
B1512,2025-12-21 11:37:36.952,499,955,4,19,P1922,UK163,PENDING,0,0,1,0,0,0,0,5747.83,0.0,1,1,1
B1513,2025-06-30 11:37:36.952,499,440,4,19,P1424,UK163,CONFIRMED,1,0,0,0,0,0,0,22716.67,22716.67,2,2,1
B1514,2025-05-07 11:37:36.952,540,73,3,20,P1071,SJ045,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,1,0,0
B1515,2025-07-06 11:37:36.952,491,1024,3,21,P1987,SJ006,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
B1516,2025-08-05 11:37:36.952,526,869,3,26,P1841,SJ103,CANCELLED,0,1,0,0,0,0,0,3242.75,0.0,1,1,1
B1517,2026-01-16 11:37:36.952,525,809,1,29,P1784,6F221,INVALID,0,0,0,1,0,0,0,0.0,0.0,1,0,0
B1518,2026-03-20 11:37:36.952,536,782,3,2,P1758,SJ147,INVALID,0,0,0,1,0,0,0,0.0,0.0,0,0,0
B1519,2026-03-25 11:37:36.952,505,461,3,13,P1445,SJ064,PENDING,0,0,1,0,0,0,0,14857.83,0.0,2,2,1
B1520,2026-04-02 11:37:36.952,494,957,2,22,P1924,AI028,CONFIRMED,1,0,0,0,0,0,0,14340.74,14340.74,1,1,1
B1521,2025-11-08 11:37:36.952,516,194,2,25,P1185,AI148,PENDING,0,0,1,0,0,0,0,10629.67,0.0,3,2,1
B1522,2025-08-31 11:37:36.952,503,71,1,19,P1069,6F263,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1523,2025-05-19 11:37:36.952,500,1008,3,26,P1973,SJ067,PENDING,0,0,1,0,0,0,0,10733.84,0.0,2,1,1
B1524,2025-06-17 11:37:36.952,497,157,1,27,P1149,6F061,PENDING,0,0,1,0,0,0,0,9831.83,0.0,2,2,1
B1525,2025-05-29 11:37:36.952,532,256,2,14,P1245,AI254,UNKNOWN,0,0,0,0,1,0,0,7869.06,0.0,1,1,1
B1526,2025-11-15 11:37:36.952,515,797,3,21,P1773,SJ136,CONFIRMED,1,0,0,0,0,0,0,12889.82,12889.82,2,2,1
B1527,2025-07-09 11:37:36.952,529,554,2,17,P1537,AI046,PENDING,0,0,1,0,0,0,0,11891.78,0.0,1,1,1
B1528,2026-03-28 11:37:36.952,520,968,4,13,P1934,UK174,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
B1529,2025-04-30 11:37:36.952,512,671,1,4,P1651,6F066,UNKNOWN,0,0,0,0,1,0,0,0.0,0.0,0,0,0
B1530,2025-12-08 11:37:36.952,523,100,4,10,P1098,UK095,INVALID,0,0,0,1,0,0,0,29065.67,0.0,3,3,1
B1531,2026-04-01 11:37:36.952,533,941,1,19,P1909,6F063,PENDING,0,0,1,0,0,0,0,23911.21,0.0,3,2,1
B1532,2025-04-22 11:37:36.952,506,289,4,21,P1277,UK118,PENDING,0,0,1,0,0,0,0,24295.6,0.0,3,2,1
B1533,2025-09-15 11:37:36.952,552,580,4,26,P1562,UK218,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
B1534,2025-09-11 11:37:36.952,546,682,4,13,P1662,UK031,CONFIRMED,1,0,0,0,0,0,0,12347.23,12347.23,1,1,1
B1535,2026-04-02 11:37:36.952,553,977,4,3,P1943,UK142,PENDING,0,0,1,0,0,0,0,19520.85,0.0,2,2,1
B1536,2025-06-01 11:37:36.952,528,470,2,21,P1454,AI002,UNKNOWN,0,0,0,0,1,0,0,6548.99,0.0,1,1,1
B1537,2025-10-08 11:37:36.952,535,106,4,8,P1103,UK070,CONFIRMED,1,0,0,0,0,0,0,9202.57,9202.57,1,1,1
B1538,2026-03-17 11:37:36.952,519,980,3,13,P1945,SJ121,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
B1539,2025-06-11 11:37:36.952,537,618,4,22,P1600,UK201,CONFIRMED,1,0,0,0,0,0,0,17509.78,17509.78,2,2,1
B1540,2026-01-15 11:37:36.952,513,672,2,18,P1652,AI138,CANCELLED,0,1,0,0,0,0,0,3640.69,0.0,1,1,1
B1541,2025-12-16 11:37:36.952,517,746,3,9,P1724,SJ014,CONFIRMED,1,0,0,0,0,0,0,12031.17,12031.17,1,1,1
B1542,2025-12-13 11:37:36.952,530,242,3,13,P1232,SJ053,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
B1543,2025-06-16 11:37:36.952,544,406,3,19,P1393,SJ241,CANCELLED,0,1,0,0,0,0,0,3207.85,0.0,1,1,1
B1544,2025-09-01 11:37:36.952,548,517,2,4,P1500,AI249,CANCELLED,0,1,0,0,0,0,0,12003.06,0.0,2,2,1
B1545,2026-03-08 11:37:36.952,539,714,2,3,P1694,AI176,PENDING,0,0,1,0,0,0,0,17736.33,0.0,2,2,1
B1546,2026-04-02 11:37:36.952,538,261,3,2,P1250,SJ234,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
B1547,2025-04-18 11:37:36.952,534,537,1,26,P1520,6F115,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
B1548,2025-10-04 11:37:36.952,545,80,2,6,P1078,AI020,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1549,2025-12-16 11:37:36.952,545,53,2,6,P1051,AI020,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1550,2025-12-06 11:37:36.952,564,928,1,30,P1897,6F079,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1551,2025-11-14 11:37:36.952,518,953,1,12,P1920,6F104,INVALID,0,0,0,1,0,0,0,0.0,0.0,0,0,0
B1552,2026-02-06 11:37:36.952,549,804,4,13,P1780,UK046,PENDING,0,0,1,0,0,0,0,12589.6,0.0,1,1,1
B1553,2025-11-15 11:37:36.952,555,235,3,7,P1225,SJ217,CONFIRMED,1,0,0,0,0,0,0,1883.33,1883.33,1,1,1
B1554,2025-08-26 11:37:36.952,569,52,1,15,P1050,6F142,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1555,2026-04-04 11:37:36.952,562,194,3,16,P1185,SJ139,CONFIRMED,1,0,0,0,0,0,0,13344.12,13344.12,1,1,1
B1556,2026-01-18 11:37:36.952,579,34,1,8,P1033,6F059,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1557,2025-08-10 11:37:36.952,554,827,1,26,P1802,6F067,PENDING,0,0,1,0,0,0,0,17708.74,0.0,2,2,1
B1558,2025-08-07 11:37:36.952,542,765,2,29,P1741,AI007,PENDING,0,0,1,0,0,0,0,15597.73,0.0,2,2,1
B1559,2026-01-20 11:37:36.952,580,136,4,19,P1130,UK202,CONFIRMED,1,0,0,0,0,0,0,3622.91,3622.91,1,1,1
B1560,2026-03-07 11:37:36.952,568,651,2,25,P1631,AI200,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1561,2026-01-27 11:37:36.952,561,458,4,17,P1442,UK172,PENDING,0,0,1,0,0,0,0,11507.31,0.0,2,2,1
B1562,2025-05-01 11:37:36.952,576,865,1,7,P1837,6F214,CONFIRMED,1,0,0,0,0,0,0,6572.09,6572.09,1,1,1
B1563,2025-09-11 11:37:36.952,581,782,4,1,P1758,UK037,PENDING,0,0,1,0,0,0,0,0.0,0.0,0,0,0
B1564,2025-08-14 11:37:36.952,551,447,2,10,P1431,AI022,PENDING,0,0,1,0,0,0,0,3514.52,0.0,1,1,1
B1565,2026-02-06 11:37:36.952,557,724,2,1,P1703,AI243,CANCELLED,0,1,0,0,0,0,0,7243.49,0.0,2,2,1
B1566,2025-10-08 11:37:36.952,541,513,3,13,P1496,SJ174,CONFIRMED,1,0,0,0,0,0,0,26394.47,26394.47,2,2,1
B1567,2025-11-13 11:37:36.952,570,415,3,24,P1402,SJ079,PENDING,0,0,1,0,0,0,0,10982.24,0.0,1,1,1
B1568,2025-12-21 11:37:36.952,585,334,4,22,P1322,UK097,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,1,0,0
B1569,2025-12-26 11:37:36.952,547,218,2,21,P1209,AI013,CANCELLED,0,1,0,0,0,0,0,0.0,0.0,0,0,0
B1570,2025-11-21 11:37:36.952,589,632,4,9,P1614,UK196,CANCELLED,0,1,0,0,0,0,0,15054.77,0.0,2,2,1
B1571,2025-11-06 11:37:36.952,577,340,3,7,P1328,SJ213,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1572,2025-05-26 11:37:36.952,593,384,4,7,P1371,UK119,CONFIRMED,1,0,0,0,0,0,0,13849.86,13849.86,2,1,1
B1573,2026-03-18 11:37:36.952,592,475,2,13,P1459,AI043,PENDING,0,0,1,0,0,0,0,7629.97,0.0,1,1,1
B1574,2025-04-29 11:37:36.952,592,138,2,13,P1132,AI043,CANCELLED,0,1,0,0,0,0,0,13905.05,0.0,1,1,1
B1575,2025-06-16 11:37:36.952,543,862,2,13,P1834,AI143,CANCELLED,0,1,0,0,0,0,0,12516.91,0.0,1,1,1
B1576,2025-10-20 11:37:36.952,565,670,3,27,P1650,SJ032,UNKNOWN,0,0,0,0,1,0,0,0.0,0.0,1,0,0
B1577,2026-01-24 11:37:36.952,588,126,1,17,P1120,6F050,CONFIRMED,1,0,0,0,0,0,0,0.0,0.0,0,0,0
B1578,2025-12-25 11:37:36.952,591,623,2,22,P1605,AI134,PENDING,0,0,1,0,0,0,0,4097.69,0.0,3,2,1
B1579,2025-04-24 11:37:36.952,566,467,1,7,P1451,6F182,CONFIRMED,1,0,0,0,0,0,0,9444.1,9444.1,2,2,1
B1580,2025-10-08 11:37:36.952,590,999,3,13,P1964,SJ086,CONFIRMED,1,0,0,0,0,0,0,26625.06,26625.06,3,3,1
B1581,2025-08-06 11:37:36.952,559,134,1,24,P1128,6F170,CONFIRMED,1,0,0,0,0,0,0,9514.99,9514.99,2,1,1
B1582,2025-04-24 11:37:36.952,550,92,4,2,P1090,UK168,PENDING,0,0,1,0,0,0,0,13552.0,0.0,1,1,1
